application,label,file_path,file_name,size_bytes,line_count
application_1445062781478_0012,Machine down,data\extracted\Hadoop_log\application_1445062781478_0012\container_1445062781478_0012_01_000004.log,container_1445062781478_0012_01_000004.log,8797,71
application_1445062781478_0012,Machine down,data\extracted\Hadoop_log\application_1445062781478_0012\container_1445062781478_0012_01_000005.log,container_1445062781478_0012_01_000005.log,3013,23
application_1445062781478_0012,Machine down,data\extracted\Hadoop_log\application_1445062781478_0012\container_1445062781478_0012_01_000006.log,container_1445062781478_0012_01_000006.log,8148,66
application_1445062781478_0012,Machine down,data\extracted\Hadoop_log\application_1445062781478_0012\container_1445062781478_0012_01_000007.log,container_1445062781478_0012_01_000007.log,3495,27
application_1445062781478_0012,Machine down,data\extracted\Hadoop_log\application_1445062781478_0012\container_1445062781478_0012_01_000008.log,container_1445062781478_0012_01_000008.log,8797,71
application_1445062781478_0012,Machine down,data\extracted\Hadoop_log\application_1445062781478_0012\container_1445062781478_0012_01_000009.log,container_1445062781478_0012_01_000009.log,8798,71
application_1445062781478_0012,Machine down,data\extracted\Hadoop_log\application_1445062781478_0012\container_1445062781478_0012_01_000010.log,container_1445062781478_0012_01_000010.log,3497,27
application_1445062781478_0012,Machine down,data\extracted\Hadoop_log\application_1445062781478_0012\container_1445062781478_0012_01_000011.log,container_1445062781478_0012_01_000011.log,5181,41
application_1445062781478_0012,Machine down,data\extracted\Hadoop_log\application_1445062781478_0012\container_1445062781478_0012_01_000013.log,container_1445062781478_0012_01_000013.log,8796,71
application_1445062781478_0012,Machine down,data\extracted\Hadoop_log\application_1445062781478_0012\container_1445062781478_0012_01_000014.log,container_1445062781478_0012_01_000014.log,20610,114
application_1445062781478_0012,Machine down,data\extracted\Hadoop_log\application_1445062781478_0012\container_1445062781478_0012_01_000015.log,container_1445062781478_0012_01_000015.log,8796,71
application_1445062781478_0012,Machine down,data\extracted\Hadoop_log\application_1445062781478_0012\container_1445062781478_0012_01_000016.log,container_1445062781478_0012_01_000016.log,8797,71
application_1445062781478_0012,Machine down,data\extracted\Hadoop_log\application_1445062781478_0012\container_1445062781478_0012_01_000017.log,container_1445062781478_0012_01_000017.log,8796,71
application_1445062781478_0012,Machine down,data\extracted\Hadoop_log\application_1445062781478_0012\container_1445062781478_0012_01_000018.log,container_1445062781478_0012_01_000018.log,8796,71
application_1445062781478_0012,Machine down,data\extracted\Hadoop_log\application_1445062781478_0012\container_1445062781478_0012_01_000019.log,container_1445062781478_0012_01_000019.log,8149,66
application_1445062781478_0013,Machine down,data\extracted\Hadoop_log\application_1445062781478_0013\container_1445062781478_0013_01_000001.log,container_1445062781478_0013_01_000001.log,145323,756
application_1445062781478_0013,Machine down,data\extracted\Hadoop_log\application_1445062781478_0013\container_1445062781478_0013_01_000002.log,container_1445062781478_0013_01_000002.log,17743,130
application_1445062781478_0013,Machine down,data\extracted\Hadoop_log\application_1445062781478_0013\container_1445062781478_0013_01_000003.log,container_1445062781478_0013_01_000003.log,17750,130
application_1445062781478_0013,Machine down,data\extracted\Hadoop_log\application_1445062781478_0013\container_1445062781478_0013_01_000004.log,container_1445062781478_0013_01_000004.log,17750,130
application_1445062781478_0013,Machine down,data\extracted\Hadoop_log\application_1445062781478_0013\container_1445062781478_0013_01_000005.log,container_1445062781478_0013_01_000005.log,17831,130
application_1445062781478_0013,Machine down,data\extracted\Hadoop_log\application_1445062781478_0013\container_1445062781478_0013_01_000006.log,container_1445062781478_0013_01_000006.log,3725,29
application_1445062781478_0013,Machine down,data\extracted\Hadoop_log\application_1445062781478_0013\container_1445062781478_0013_01_000007.log,container_1445062781478_0013_01_000007.log,16582,121
application_1445062781478_0013,Machine down,data\extracted\Hadoop_log\application_1445062781478_0013\container_1445062781478_0013_01_000008.log,container_1445062781478_0013_01_000008.log,16814,145
application_1445062781478_0013,Machine down,data\extracted\Hadoop_log\application_1445062781478_0013\container_1445062781478_0013_01_000009.log,container_1445062781478_0013_01_000009.log,14699,114
application_1445062781478_0013,Machine down,data\extracted\Hadoop_log\application_1445062781478_0013\container_1445062781478_0013_01_000010.log,container_1445062781478_0013_01_000010.log,3497,27
application_1445062781478_0013,Machine down,data\extracted\Hadoop_log\application_1445062781478_0013\container_1445062781478_0013_01_000011.log,container_1445062781478_0013_01_000011.log,14335,121
application_1445062781478_0013,Machine down,data\extracted\Hadoop_log\application_1445062781478_0013\container_1445062781478_0013_02_000001.log,container_1445062781478_0013_02_000001.log,280471,1493
application_1445062781478_0013,Machine down,data\extracted\Hadoop_log\application_1445062781478_0013\container_1445062781478_0013_02_000002.log,container_1445062781478_0013_02_000002.log,8422,68
application_1445062781478_0013,Machine down,data\extracted\Hadoop_log\application_1445062781478_0013\container_1445062781478_0013_02_000003.log,container_1445062781478_0013_02_000003.log,8802,71
application_1445062781478_0013,Machine down,data\extracted\Hadoop_log\application_1445062781478_0013\container_1445062781478_0013_02_000004.log,container_1445062781478_0013_02_000004.log,8802,71
application_1445062781478_0013,Machine down,data\extracted\Hadoop_log\application_1445062781478_0013\container_1445062781478_0013_02_000005.log,container_1445062781478_0013_02_000005.log,8802,71
application_1445062781478_0013,Machine down,data\extracted\Hadoop_log\application_1445062781478_0013\container_1445062781478_0013_02_000006.log,container_1445062781478_0013_02_000006.log,8429,68
application_1445062781478_0013,Machine down,data\extracted\Hadoop_log\application_1445062781478_0013\container_1445062781478_0013_02_000007.log,container_1445062781478_0013_02_000007.log,8802,71
application_1445062781478_0013,Machine down,data\extracted\Hadoop_log\application_1445062781478_0013\container_1445062781478_0013_02_000008.log,container_1445062781478_0013_02_000008.log,8802,71
application_1445062781478_0013,Machine down,data\extracted\Hadoop_log\application_1445062781478_0013\container_1445062781478_0013_02_000009.log,container_1445062781478_0013_02_000009.log,8802,71
application_1445062781478_0013,Machine down,data\extracted\Hadoop_log\application_1445062781478_0013\container_1445062781478_0013_02_000010.log,container_1445062781478_0013_02_000010.log,8804,71
application_1445062781478_0013,Machine down,data\extracted\Hadoop_log\application_1445062781478_0013\container_1445062781478_0013_02_000011.log,container_1445062781478_0013_02_000011.log,4814,38
application_1445062781478_0013,Machine down,data\extracted\Hadoop_log\application_1445062781478_0013\container_1445062781478_0013_02_000012.log,container_1445062781478_0013_02_000012.log,7103,57
application_1445062781478_0013,Machine down,data\extracted\Hadoop_log\application_1445062781478_0013\container_1445062781478_0013_02_000013.log,container_1445062781478_0013_02_000013.log,15576,82
application_1445062781478_0013,Machine down,data\extracted\Hadoop_log\application_1445062781478_0013\container_1445062781478_0013_02_000014.log,container_1445062781478_0013_02_000014.log,4934,39
application_1445062781478_0013,Machine down,data\extracted\Hadoop_log\application_1445062781478_0013\container_1445062781478_0013_02_000015.log,container_1445062781478_0013_02_000015.log,4447,35
application_1445062781478_0013,Machine down,data\extracted\Hadoop_log\application_1445062781478_0013\container_1445062781478_0013_02_000016.log,container_1445062781478_0013_02_000016.log,3488,27
application_1445062781478_0014,Machine down,data\extracted\Hadoop_log\application_1445062781478_0014\container_1445062781478_0014_01_000001.log,container_1445062781478_0014_01_000001.log,370322,1976
application_1445062781478_0014,Machine down,data\extracted\Hadoop_log\application_1445062781478_0014\container_1445062781478_0014_01_000002.log,container_1445062781478_0014_01_000002.log,7094,57
application_1445062781478_0014,Machine down,data\extracted\Hadoop_log\application_1445062781478_0014\container_1445062781478_0014_01_000003.log,container_1445062781478_0014_01_000003.log,8149,66
application_1445062781478_0014,Machine down,data\extracted\Hadoop_log\application_1445062781478_0014\container_1445062781478_0014_01_000004.log,container_1445062781478_0014_01_000004.log,8797,71
application_1445062781478_0014,Machine down,data\extracted\Hadoop_log\application_1445062781478_0014\container_1445062781478_0014_01_000005.log,container_1445062781478_0014_01_000005.log,8424,68
application_1445062781478_0014,Machine down,data\extracted\Hadoop_log\application_1445062781478_0014\container_1445062781478_0014_01_000006.log,container_1445062781478_0014_01_000006.log,8796,71
application_1445062781478_0014,Machine down,data\extracted\Hadoop_log\application_1445062781478_0014\container_1445062781478_0014_01_000007.log,container_1445062781478_0014_01_000007.log,8797,71
application_1445062781478_0014,Machine down,data\extracted\Hadoop_log\application_1445062781478_0014\container_1445062781478_0014_01_000008.log,container_1445062781478_0014_01_000008.log,8423,68
application_1445062781478_0014,Machine down,data\extracted\Hadoop_log\application_1445062781478_0014\container_1445062781478_0014_01_000009.log,container_1445062781478_0014_01_000009.log,8796,71
application_1445062781478_0014,Machine down,data\extracted\Hadoop_log\application_1445062781478_0014\container_1445062781478_0014_01_000010.log,container_1445062781478_0014_01_000010.log,8798,71
application_1445062781478_0014,Machine down,data\extracted\Hadoop_log\application_1445062781478_0014\container_1445062781478_0014_01_000011.log,container_1445062781478_0014_01_000011.log,5180,41
application_1445062781478_0014,Machine down,data\extracted\Hadoop_log\application_1445062781478_0014\container_1445062781478_0014_01_000012.log,container_1445062781478_0014_01_000012.log,8789,71
application_1445062781478_0014,Machine down,data\extracted\Hadoop_log\application_1445062781478_0014\container_1445062781478_0014_01_000013.log,container_1445062781478_0014_01_000013.log,18670,101
application_1445062781478_0014,Machine down,data\extracted\Hadoop_log\application_1445062781478_0014\container_1445062781478_0014_01_000014.log,container_1445062781478_0014_01_000014.log,8797,71
application_1445062781478_0014,Machine down,data\extracted\Hadoop_log\application_1445062781478_0014\container_1445062781478_0014_01_000015.log,container_1445062781478_0014_01_000015.log,3497,27
application_1445062781478_0015,Machine down,data\extracted\Hadoop_log\application_1445062781478_0015\container_1445062781478_0015_01_000001.log,container_1445062781478_0015_01_000001.log,354185,1898
application_1445062781478_0015,Machine down,data\extracted\Hadoop_log\application_1445062781478_0015\container_1445062781478_0015_01_000002.log,container_1445062781478_0015_01_000002.log,8417,68
application_1445062781478_0015,Machine down,data\extracted\Hadoop_log\application_1445062781478_0015\container_1445062781478_0015_01_000003.log,container_1445062781478_0015_01_000003.log,8797,71
application_1445062781478_0015,Machine down,data\extracted\Hadoop_log\application_1445062781478_0015\container_1445062781478_0015_01_000004.log,container_1445062781478_0015_01_000004.log,8797,71
application_1445062781478_0015,Machine down,data\extracted\Hadoop_log\application_1445062781478_0015\container_1445062781478_0015_01_000005.log,container_1445062781478_0015_01_000005.log,8423,68
application_1445062781478_0015,Machine down,data\extracted\Hadoop_log\application_1445062781478_0015\container_1445062781478_0015_01_000006.log,container_1445062781478_0015_01_000006.log,8423,68
application_1445062781478_0015,Machine down,data\extracted\Hadoop_log\application_1445062781478_0015\container_1445062781478_0015_01_000007.log,container_1445062781478_0015_01_000007.log,8148,66
application_1445062781478_0015,Machine down,data\extracted\Hadoop_log\application_1445062781478_0015\container_1445062781478_0015_01_000008.log,container_1445062781478_0015_01_000008.log,8423,68
application_1445062781478_0015,Machine down,data\extracted\Hadoop_log\application_1445062781478_0015\container_1445062781478_0015_01_000009.log,container_1445062781478_0015_01_000009.log,8423,68
application_1445062781478_0015,Machine down,data\extracted\Hadoop_log\application_1445062781478_0015\container_1445062781478_0015_01_000010.log,container_1445062781478_0015_01_000010.log,8425,68
application_1445062781478_0015,Machine down,data\extracted\Hadoop_log\application_1445062781478_0015\container_1445062781478_0015_01_000011.log,container_1445062781478_0015_01_000011.log,5181,41
application_1445062781478_0015,Machine down,data\extracted\Hadoop_log\application_1445062781478_0015\container_1445062781478_0015_01_000013.log,container_1445062781478_0015_01_000013.log,19431,104
application_1445062781478_0015,Machine down,data\extracted\Hadoop_log\application_1445062781478_0015\container_1445062781478_0015_01_000014.log,container_1445062781478_0015_01_000014.log,8424,68
application_1445062781478_0015,Machine down,data\extracted\Hadoop_log\application_1445062781478_0015\container_1445062781478_0015_01_000015.log,container_1445062781478_0015_01_000015.log,5656,45
application_1445062781478_0015,Machine down,data\extracted\Hadoop_log\application_1445062781478_0015\container_1445062781478_0015_01_000016.log,container_1445062781478_0015_01_000016.log,7813,63
application_1445062781478_0016,Normal,data\extracted\Hadoop_log\application_1445062781478_0016\container_1445062781478_0016_01_000001.log,container_1445062781478_0016_01_000001.log,262144,1377
application_1445062781478_0016,Normal,data\extracted\Hadoop_log\application_1445062781478_0016\container_1445062781478_0016_01_000002.log,container_1445062781478_0016_01_000002.log,8416,68
application_1445062781478_0016,Normal,data\extracted\Hadoop_log\application_1445062781478_0016\container_1445062781478_0016_01_000003.log,container_1445062781478_0016_01_000003.log,8423,68
application_1445062781478_0016,Normal,data\extracted\Hadoop_log\application_1445062781478_0016\container_1445062781478_0016_01_000004.log,container_1445062781478_0016_01_000004.log,8423,68
application_1445062781478_0016,Normal,data\extracted\Hadoop_log\application_1445062781478_0016\container_1445062781478_0016_01_000005.log,container_1445062781478_0016_01_000005.log,8423,68
application_1445062781478_0016,Normal,data\extracted\Hadoop_log\application_1445062781478_0016\container_1445062781478_0016_01_000006.log,container_1445062781478_0016_01_000006.log,8423,68
application_1445062781478_0016,Normal,data\extracted\Hadoop_log\application_1445062781478_0016\container_1445062781478_0016_01_000007.log,container_1445062781478_0016_01_000007.log,8423,68
application_1445062781478_0016,Normal,data\extracted\Hadoop_log\application_1445062781478_0016\container_1445062781478_0016_01_000008.log,container_1445062781478_0016_01_000008.log,8424,68
application_1445062781478_0016,Normal,data\extracted\Hadoop_log\application_1445062781478_0016\container_1445062781478_0016_01_000009.log,container_1445062781478_0016_01_000009.log,8424,68
application_1445062781478_0016,Normal,data\extracted\Hadoop_log\application_1445062781478_0016\container_1445062781478_0016_01_000010.log,container_1445062781478_0016_01_000010.log,8425,68
application_1445062781478_0016,Normal,data\extracted\Hadoop_log\application_1445062781478_0016\container_1445062781478_0016_01_000011.log,container_1445062781478_0016_01_000011.log,4808,38
application_1445062781478_0016,Normal,data\extracted\Hadoop_log\application_1445062781478_0016\container_1445062781478_0016_01_000012.log,container_1445062781478_0016_01_000012.log,7094,57
application_1445062781478_0016,Normal,data\extracted\Hadoop_log\application_1445062781478_0016\container_1445062781478_0016_01_000013.log,container_1445062781478_0016_01_000013.log,13182,68
application_1445062781478_0016,Normal,data\extracted\Hadoop_log\application_1445062781478_0016\container_1445062781478_0016_01_000014.log,container_1445062781478_0016_01_000014.log,3013,23
application_1445062781478_0016,Normal,data\extracted\Hadoop_log\application_1445062781478_0016\container_1445062781478_0016_01_000015.log,container_1445062781478_0016_01_000015.log,2777,21
application_1445062781478_0017,Machine down,data\extracted\Hadoop_log\application_1445062781478_0017\container_1445062781478_0017_01_000001.log,container_1445062781478_0017_01_000001.log,1462569,7253
application_1445062781478_0017,Machine down,data\extracted\Hadoop_log\application_1445062781478_0017\container_1445062781478_0017_01_000002.log,container_1445062781478_0017_01_000002.log,8790,71
application_1445062781478_0017,Machine down,data\extracted\Hadoop_log\application_1445062781478_0017\container_1445062781478_0017_01_000003.log,container_1445062781478_0017_01_000003.log,8797,71
application_1445062781478_0017,Machine down,data\extracted\Hadoop_log\application_1445062781478_0017\container_1445062781478_0017_01_000004.log,container_1445062781478_0017_01_000004.log,8149,66
application_1445062781478_0017,Machine down,data\extracted\Hadoop_log\application_1445062781478_0017\container_1445062781478_0017_01_000005.log,container_1445062781478_0017_01_000005.log,8149,66
application_1445062781478_0017,Machine down,data\extracted\Hadoop_log\application_1445062781478_0017\container_1445062781478_0017_01_000006.log,container_1445062781478_0017_01_000006.log,8149,66
application_1445062781478_0017,Machine down,data\extracted\Hadoop_log\application_1445062781478_0017\container_1445062781478_0017_01_000007.log,container_1445062781478_0017_01_000007.log,8797,71
application_1445062781478_0017,Machine down,data\extracted\Hadoop_log\application_1445062781478_0017\container_1445062781478_0017_01_000008.log,container_1445062781478_0017_01_000008.log,8797,71
application_1445062781478_0017,Machine down,data\extracted\Hadoop_log\application_1445062781478_0017\container_1445062781478_0017_01_000009.log,container_1445062781478_0017_01_000009.log,8797,71
application_1445062781478_0017,Machine down,data\extracted\Hadoop_log\application_1445062781478_0017\container_1445062781478_0017_01_000010.log,container_1445062781478_0017_01_000010.log,8150,66
application_1445062781478_0017,Machine down,data\extracted\Hadoop_log\application_1445062781478_0017\container_1445062781478_0017_01_000011.log,container_1445062781478_0017_01_000011.log,5180,41
application_1445062781478_0017,Machine down,data\extracted\Hadoop_log\application_1445062781478_0017\container_1445062781478_0017_01_000012.log,container_1445062781478_0017_01_000012.log,13046,69
application_1445062781478_0017,Machine down,data\extracted\Hadoop_log\application_1445062781478_0017\container_1445062781478_0017_01_000013.log,container_1445062781478_0017_01_000013.log,6380,51
application_1445062781478_0017,Machine down,data\extracted\Hadoop_log\application_1445062781478_0017\container_1445062781478_0017_01_000014.log,container_1445062781478_0017_01_000014.log,4934,39
application_1445062781478_0017,Machine down,data\extracted\Hadoop_log\application_1445062781478_0017\container_1445062781478_0017_01_000015.log,container_1445062781478_0017_01_000015.log,4210,33
application_1445062781478_0017,Machine down,data\extracted\Hadoop_log\application_1445062781478_0017\container_1445062781478_0017_01_000016.log,container_1445062781478_0017_01_000016.log,7102,57
application_1445062781478_0017,Machine down,data\extracted\Hadoop_log\application_1445062781478_0017\container_1445062781478_0017_01_000017.log,container_1445062781478_0017_01_000017.log,8424,68
application_1445062781478_0018,Machine down,data\extracted\Hadoop_log\application_1445062781478_0018\container_1445062781478_0018_01_000001.log,container_1445062781478_0018_01_000001.log,392511,2057
application_1445062781478_0018,Machine down,data\extracted\Hadoop_log\application_1445062781478_0018\container_1445062781478_0018_01_000002.log,container_1445062781478_0018_01_000002.log,8790,71
application_1445062781478_0018,Machine down,data\extracted\Hadoop_log\application_1445062781478_0018\container_1445062781478_0018_01_000003.log,container_1445062781478_0018_01_000003.log,8796,71
application_1445062781478_0018,Machine down,data\extracted\Hadoop_log\application_1445062781478_0018\container_1445062781478_0018_01_000004.log,container_1445062781478_0018_01_000004.log,6380,51
application_1445062781478_0018,Machine down,data\extracted\Hadoop_log\application_1445062781478_0018\container_1445062781478_0018_01_000005.log,container_1445062781478_0018_01_000005.log,4934,39
application_1445062781478_0018,Machine down,data\extracted\Hadoop_log\application_1445062781478_0018\container_1445062781478_0018_01_000006.log,container_1445062781478_0018_01_000006.log,5656,45
application_1445062781478_0018,Machine down,data\extracted\Hadoop_log\application_1445062781478_0018\container_1445062781478_0018_01_000007.log,container_1445062781478_0018_01_000007.log,8149,66
application_1445062781478_0018,Machine down,data\extracted\Hadoop_log\application_1445062781478_0018\container_1445062781478_0018_01_000008.log,container_1445062781478_0018_01_000008.log,5168,41
application_1445062781478_0018,Machine down,data\extracted\Hadoop_log\application_1445062781478_0018\container_1445062781478_0018_01_000009.log,container_1445062781478_0018_01_000009.log,17109,122
application_1445062781478_0018,Machine down,data\extracted\Hadoop_log\application_1445062781478_0018\container_1445062781478_0018_01_000010.log,container_1445062781478_0018_01_000010.log,5657,45
application_1445062781478_0018,Machine down,data\extracted\Hadoop_log\application_1445062781478_0018\container_1445062781478_0018_01_000011.log,container_1445062781478_0018_01_000011.log,5181,41
application_1445062781478_0018,Machine down,data\extracted\Hadoop_log\application_1445062781478_0018\container_1445062781478_0018_01_000014.log,container_1445062781478_0018_01_000014.log,28024,174
application_1445062781478_0018,Machine down,data\extracted\Hadoop_log\application_1445062781478_0018\container_1445062781478_0018_01_000015.log,container_1445062781478_0018_01_000015.log,8797,71
application_1445062781478_0018,Machine down,data\extracted\Hadoop_log\application_1445062781478_0018\container_1445062781478_0018_01_000016.log,container_1445062781478_0018_01_000016.log,8796,71
application_1445062781478_0018,Machine down,data\extracted\Hadoop_log\application_1445062781478_0018\container_1445062781478_0018_01_000017.log,container_1445062781478_0018_01_000017.log,8796,71
application_1445062781478_0018,Machine down,data\extracted\Hadoop_log\application_1445062781478_0018\container_1445062781478_0018_01_000018.log,container_1445062781478_0018_01_000018.log,5892,47
application_1445062781478_0018,Machine down,data\extracted\Hadoop_log\application_1445062781478_0018\container_1445062781478_0018_01_000019.log,container_1445062781478_0018_01_000019.log,8797,71
application_1445062781478_0018,Machine down,data\extracted\Hadoop_log\application_1445062781478_0018\container_1445062781478_0018_01_000020.log,container_1445062781478_0018_01_000020.log,8797,71
application_1445062781478_0018,Machine down,data\extracted\Hadoop_log\application_1445062781478_0018\container_1445062781478_0018_01_000021.log,container_1445062781478_0018_01_000021.log,8797,71
application_1445062781478_0018,Machine down,data\extracted\Hadoop_log\application_1445062781478_0018\container_1445062781478_0018_02_000001.log,container_1445062781478_0018_02_000001.log,132976,693
application_1445062781478_0018,Machine down,data\extracted\Hadoop_log\application_1445062781478_0018\container_1445062781478_0018_02_000002.log,container_1445062781478_0018_02_000002.log,8803,71
application_1445062781478_0018,Machine down,data\extracted\Hadoop_log\application_1445062781478_0018\container_1445062781478_0018_02_000003.log,container_1445062781478_0018_02_000003.log,14980,80
application_1445062781478_0018,Machine down,data\extracted\Hadoop_log\application_1445062781478_0018\container_1445062781478_0018_02_000004.log,container_1445062781478_0018_02_000004.log,7102,57
application_1445062781478_0019,Normal,data\extracted\Hadoop_log\application_1445062781478_0019\container_1445062781478_0019_01_000001.log,container_1445062781478_0019_01_000001.log,247671,1317
application_1445062781478_0019,Normal,data\extracted\Hadoop_log\application_1445062781478_0019\container_1445062781478_0019_01_000002.log,container_1445062781478_0019_01_000002.log,8417,68
application_1445062781478_0019,Normal,data\extracted\Hadoop_log\application_1445062781478_0019\container_1445062781478_0019_01_000003.log,container_1445062781478_0019_01_000003.log,8423,68
application_1445062781478_0019,Normal,data\extracted\Hadoop_log\application_1445062781478_0019\container_1445062781478_0019_01_000004.log,container_1445062781478_0019_01_000004.log,8424,68
application_1445062781478_0019,Normal,data\extracted\Hadoop_log\application_1445062781478_0019\container_1445062781478_0019_01_000005.log,container_1445062781478_0019_01_000005.log,8424,68
application_1445062781478_0019,Normal,data\extracted\Hadoop_log\application_1445062781478_0019\container_1445062781478_0019_01_000006.log,container_1445062781478_0019_01_000006.log,8423,68
application_1445062781478_0019,Normal,data\extracted\Hadoop_log\application_1445062781478_0019\container_1445062781478_0019_01_000007.log,container_1445062781478_0019_01_000007.log,8423,68
application_1445062781478_0019,Normal,data\extracted\Hadoop_log\application_1445062781478_0019\container_1445062781478_0019_01_000008.log,container_1445062781478_0019_01_000008.log,8423,68
application_1445062781478_0019,Normal,data\extracted\Hadoop_log\application_1445062781478_0019\container_1445062781478_0019_01_000009.log,container_1445062781478_0019_01_000009.log,8423,68
application_1445062781478_0019,Normal,data\extracted\Hadoop_log\application_1445062781478_0019\container_1445062781478_0019_01_000010.log,container_1445062781478_0019_01_000010.log,8424,68
application_1445062781478_0019,Normal,data\extracted\Hadoop_log\application_1445062781478_0019\container_1445062781478_0019_01_000011.log,container_1445062781478_0019_01_000011.log,4807,38
application_1445062781478_0019,Normal,data\extracted\Hadoop_log\application_1445062781478_0019\container_1445062781478_0019_01_000012.log,container_1445062781478_0019_01_000012.log,5891,47
application_1445062781478_0019,Normal,data\extracted\Hadoop_log\application_1445062781478_0019\container_1445062781478_0019_01_000013.log,container_1445062781478_0019_01_000013.log,15419,82
application_1445062781478_0019,Normal,data\extracted\Hadoop_log\application_1445062781478_0019\container_1445062781478_0019_01_000014.log,container_1445062781478_0019_01_000014.log,4447,35
application_1445062781478_0019,Normal,data\extracted\Hadoop_log\application_1445062781478_0019\container_1445062781478_0019_01_000015.log,container_1445062781478_0019_01_000015.log,3725,29
application_1445062781478_0020,Machine down,data\extracted\Hadoop_log\application_1445062781478_0020\container_1445062781478_0020_01_000001.log,container_1445062781478_0020_01_000001.log,257805,1374
application_1445062781478_0020,Machine down,data\extracted\Hadoop_log\application_1445062781478_0020\container_1445062781478_0020_01_000002.log,container_1445062781478_0020_01_000002.log,8416,68
application_1445062781478_0020,Machine down,data\extracted\Hadoop_log\application_1445062781478_0020\container_1445062781478_0020_01_000003.log,container_1445062781478_0020_01_000003.log,8423,68
application_1445062781478_0020,Machine down,data\extracted\Hadoop_log\application_1445062781478_0020\container_1445062781478_0020_01_000004.log,container_1445062781478_0020_01_000004.log,8423,68
application_1445062781478_0020,Machine down,data\extracted\Hadoop_log\application_1445062781478_0020\container_1445062781478_0020_01_000005.log,container_1445062781478_0020_01_000005.log,8423,68
application_1445062781478_0020,Machine down,data\extracted\Hadoop_log\application_1445062781478_0020\container_1445062781478_0020_01_000006.log,container_1445062781478_0020_01_000006.log,8423,68
application_1445062781478_0020,Machine down,data\extracted\Hadoop_log\application_1445062781478_0020\container_1445062781478_0020_01_000007.log,container_1445062781478_0020_01_000007.log,8423,68
application_1445062781478_0020,Machine down,data\extracted\Hadoop_log\application_1445062781478_0020\container_1445062781478_0020_01_000008.log,container_1445062781478_0020_01_000008.log,8424,68
application_1445062781478_0020,Machine down,data\extracted\Hadoop_log\application_1445062781478_0020\container_1445062781478_0020_01_000009.log,container_1445062781478_0020_01_000009.log,8424,68
application_1445062781478_0020,Machine down,data\extracted\Hadoop_log\application_1445062781478_0020\container_1445062781478_0020_01_000010.log,container_1445062781478_0020_01_000010.log,8425,68
application_1445062781478_0020,Machine down,data\extracted\Hadoop_log\application_1445062781478_0020\container_1445062781478_0020_01_000011.log,container_1445062781478_0020_01_000011.log,4808,38
